"title","date","brief","detail_href"
"Spring Data Rest服务器PATCH请求远程代码执行漏洞 CVE-2017-8046","2017/9/29","综述近日，Pivotal官方发布通告表示Spring-data-rest服务器在处理PATCH请求时存在一个远程代码执行漏洞（CVE-2017-8046）。攻击者可以构造恶意的PATCH请求并发送给spring-date-rest服务器，提交的JSON数据中存在SPEL表达式可以导致远程代码执行。官方已经发布了新版本修复了该漏洞。相关地址：https: pivotal io security cve-2017-8046 受影响的版本·Spring Data REST versions < 2 5 12 2 6 7 3 0 RC3·Spring B","/html/2017/39_0929/692.html"
"Joomla! 内容管理系统 LDAP注入漏洞","2017/9/21","综述 昨日，Joomla!发布了新版本3 8 0，其中修复了一个存在多达8年之久的LDAP注入漏洞，该漏洞影响3 7 5及其之前的所有版本。通过该漏洞，攻击者可以通过盲注（blind injection）的技巧来获取管理员账户密码，从而控制配整个Joomla!。使用版本1 5至3 7 5并且配置了LDAP验证的Joomla!均受该漏洞影响。 相关地址： https: blog ripstech com 2017 joomla-takeover-in-20-seconds-with-ldap-injection-cve-2017-14596 http","/html/2017/39_0921/691.html"
"Apache Tomcat 远程代码执行漏洞CVE-2017-12615","2017/9/20","综述 9月19日晚，ApacheTomcat官方发布了一条安全公告，该公告指出Windows上的ApacheTomcat如果开启PUT方法支持则可能存在远程代码执行漏洞，漏洞编号为CVE-2017-12615。攻击者可以在使用该漏洞上传JSP文件从而导致远程代码执行。 此漏洞影响Windows平台下的ApacheTomcat7 x版本，目前已在ApacheTomcat7 0 81中修复。 相关地址： http: mail-archives apache org mod_mbox www-announce 201709 mbox %3C81e3acd3-f335-f","/html/2017/39_0920/690.html"
"WordPress的Display Widgets插件存在后门威胁预警通告","2017/9/14","综述DisplayWidgets是WordPress一款插件，大约有200000站点在使用该插件。最近，Display Widgets被发现存在有后门代码。该后门用于上传数据到第三方服务器，上传的数据包括用户IP地址，UA标识等。相关链接如下：https: www bleepingcomputer com news security backdoor-found-in-wordpress-plugin-with-more-than-200-000-installations 受影响版本：version 2 6 1– version 2 6 3规避方案1 官方建议最好立即移除Disp","/html/2017/39_0914/689.html"
"微软发布9月补丁修复83个安全问题 安全威胁通告","2017/9/14","综述 微软于周二发布了9月安全更新补丁，修复了83个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及InternetExplorer、Microsoft Edge、 NETFramework、Microsoft Windows、MicrosoftOffice、Microsoft Windows PDF、WindowsHyper-V以及Adobe Flash Player。 相关信息如下（红色部分威胁相对比较高）： 受影响的状况 下载《微软发布9月补丁修复83个安全问题 安全威胁通告》见附件部分。 修复建议 微软","/html/2017/39_0914/688.html"
"Apache Struts2（S2-053） 远程代码执行漏洞 威胁预警通告","2017/9/7","综述 2017年9月7日，Apache Struts发布全新的安全公告，Apache Struts 2存在一个远程代码执行漏洞，漏洞编号为CVE-2017-12611（S2-053）。该漏洞源于在处理Freemarker标签时，如使程序员使用了不恰当的编码表达会导致远程代码执行。 相关链接如下：https: cwiki apache org confluence display WW S2-053 受影响版本： ·Struts 2 0 1 – Sturts 2 3 33 ·Struts 2 5 – Struts 2 5 10 不受影响的版本 ·","/html/2017/39_0907/687.html"
"Apache Struts2（S2-052） 远程代码执行漏洞 威胁预警通告","2017/9/6","综述 2017年9月5日，Apache Struts发布最新的安全公告，ApacheStruts 2 5 x的REST插件存在远程代码执行的高危漏洞，漏洞编号为CVE-2017-9805（S2-052）。漏洞的成因是由于使用XStreamHandler反序列化XStream实例的时候没有任何类型过滤导致远程代码执行。 相关链接如下： https: cwiki apache org confluence display WW S2-052 影响版本Struts2 5-Struts2 5 12 规避方案 立即升级到Struts2 5 13。 注意： 新版本","/html/2017/39_0906/686.html"
"三菱HMI工具E-Designer远程执行代码 技术分析与防护方案","2017/9/1","综述 美国工业控制系统网络应急响应小组（ICS-CERT）携手趋势科技（Trend Micro公司）的零日计划（简称ZDI）披露了多项对三菱电机E-Designer引擎（E-Designer 是用于给 E1000 人机界面（HMI）编程的工具）产生影响的多项高危安全漏洞。软件简介 E-Designer是Beijer公司为三菱开发，用来编写E1000系列人机界面的软件。E-Designer组态软件的工程文件以后缀名为 mpa的文本文件存储，该文本文件存储了工程的详细参数信息，如","/html/2017/39_0901/685.html"
"Foxit PDF Reader 0day 漏洞","2017/8/18","最近，安全研究人员在Foxit pdfReader发现两个严重的安全漏洞，漏洞编号分别为CVE-2017-10951和CVE-2017-10952。 CVE-2017-10951： 该漏洞是一个命令注入的漏洞，原因是由于app launchURL函数缺少恰当的验证会执行攻击者提供的字符串。 CVE-2017-10952： 该漏洞是任意文件写漏洞，能让攻击者在目标系统写入任意文件，攻击者可以利用该漏洞获取代码执行能力。 这两个漏洞都能导致任意代码执行，不过Foxit公司拒绝对这两个","/html/2017/39_0818/684.html"
"netsarang公司软件中的nssock2.dll模块被植入恶意代码","2017/8/14","NetSarang是一家提供安全链接解决方案的公司，该公司的产品主要包括Xmanager Xmanager 3D Xshell Xftp和Xlpd。在新近的软件版本中发现nssock2 dll模块的官方源码中被植入恶意后门代码： TAC检测报告评级为中危： 用户可通过查看nssock2 dll的版本来确定是否受此影响： 在软件安装目录下找到nssock2 dll文件，右键该文件查看属性，如果版本号为5 0 0 26则存在后门代码： 受影响的版本 nssock2 dll: 5 0 0","/html/2017/39_0814/683.html"
"微软发布8月补丁修复48个安全问题 安全威胁通告","2017/8/9","微软于周二发布了8月安全更新补丁，修复了48个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及InternetExplorer、Microsoft Edge、MicrosoftWindows、Microsoft SharePoint、MicrosoftSQL Server以及Adobe Flash Player。 相关信息如下（红色部分威胁相对比较高）： 受影响的状况 下载《微软发布8月补丁修复48个安全问题 安全威胁通告》见附件部分。 修复建议 微软官方已经发布更新补丁，请及时进行补丁","/html/2017/39_0809/682.html"
"CVE-2017-9765漏洞分析","2017/8/9","2017 7 18日，SENRIO在官方博客公布了gSOAP整型溢出漏洞(CVE-2017-9765)细节，并将该漏洞命名为DevilsIvy。根据genivia官方说明，当向服务器发送超过2Gb的XML数据时，将导致整型下溢，最终导致缓冲区溢出，可执行任意代码。该漏洞最初在Axis M3004摄像头中发现，但其影响范围远不止Axis摄像头，任何使用了gSOAP的应用均受影响。 漏洞原理 在soap_get_pi()函数中，缓冲区buf大小为64，变量i的值随着数据写入缓冲区递减。wh","/html/2017/39_0809/681.html"
"Microsoft Office CVE-2017-8570 远程代码执行漏洞","2017/8/4","综述2017年7月，微软在例行的月度补丁中修复了多个MicrosoftOffice漏洞，其中的CVE-2017-8570漏洞为一个逻辑漏洞，利用方法简单。网上已经出现该漏洞的利用代码，影响范围较广。该漏洞为Microsoft Office的一个远程代码执行漏洞。其成因是MicrosoftPowerPoint执行时会初始化“script”Moniker对象，而在PowerPoint播放动画期间会激活该对象，从而执行sct脚本（Windows script Component）文件。攻击者可以欺骗用户运行含有","/html/2017/39_0804/680.html"
"微软发布7月补丁修复55个安全问题 安全威胁通告","2017/7/12","综述 微软于周二发布了7月安全更新补丁，修复了55个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及InternetExplorer、Microsoft Edge、MicrosoftWindows、Microsoft Office和MicrosoftOffice Services and Web Apps、 NET Framework、Adobe Flash Player以及Microsoft ExchangeServer。 相关信息如下（红色部分威胁相对比较高）： 受影响的状况 见附件部分。 修复建议 微软官方已经发布更新补丁，请","/html/2017/39_0712/679.html"
"Apache Struts2（S2-048）远程代码执行漏洞 威胁预警通告","2017/7/8","2017年7月7日，Apache Struts发布最新的安全公告，Apache Structs2的strus1插件存在远程代码执行的高危漏洞，漏洞编号为CVE-2017-9791（S2-048）。攻击者可以构造恶意的字段值通过Struts2的Struts1的插件，远程执行代码。 相关链接如下： https: cwiki apache org confluence display WW S2-048 影响版本： Apache Struts Version：2 3 x 不受影响的版本： Apache Struts Version：2 5 10 1 规避方案 ·","/html/2017/39_0708/678.html"
"多家企业感染MBR勒索病毒威胁预警通告","2017/6/28","北京时间6月27日，据国外社交媒体消息，乌克兰、俄罗斯两国的政府机构、机场、银行以及多家大型工业企业部分计算机系统遭受勒索病毒威胁，导致主机无法正常引导开机，严重影响了国家多个正常业务的运转；同时6月27日晚间，国内部分外企也确认有发现感染同样的勒索病毒。 根据勒索信息判断，该病毒为去年出现的新型勒索Petya的变种，Windows主机感染该病毒后，整个硬盘的MBR将会被覆盖，并导致系统崩溃蓝屏，而当用户重启计算","/html/2017/39_0628/677.html"
"TP-LINK WR841N V8 Router 代码执行漏洞","2017/6/21","http: blog senr io blog cve-2017-9466-why-is-my-router-blinking-morse-code https: threatpost com tp-link-fixes-code-execution-vulnerability-in-end-of-life-routers 126416 受影响的版本 其他版本不受影响 规避方案 http: service tp-link com cn list_download_software_1_0_222 html http: www tp-link com cn product_222 html 声明 本安全公告仅用来描述可能存在的安全问题，绿盟科技不为此安全","/html/2017/39_0621/676.html"
"多个Apache httpd安全漏洞 安全威胁通告","2017/6/21","近日，Apache官方发布了httpd的新版本修复了多个安全漏洞，涉及CVE-2017-3167，CVE-2017-3169，CVE-2017-7659，CVE-2017-7668，CVE-2017-7679，可以造成身份验证被绕过以及拒绝服务攻击等。大部分Apachehttpd 2 2 x以及2 4 x版本均受影响。相关漏洞信息如下： CVE编号 漏洞描述 CVE-2017-3167 第三方模块在验证阶段以外调用ap_get_basic_auth_pw()时有可能导致验证要求被绕过 CVE-2017-3169 当第三方模块在调用ap_hook_","/html/2017/39_0621/675.html"
"暗云III木马程序安全威胁通告","2017/6/15","近日，一款名为暗云III的木马被发现在网络上有大面积的攻击行为，该木马通过下载站点大规模传播，随后会感染磁盘MBR来实现开机自动，大量用户被检测到受感染。 攻击者可以将受感染的用户可以作为僵尸网络来进行分布式拒绝服务攻击（DDoS）， 劫持流量来牟利等。参考链接：http: www freebuf com articles system 134017 html https: www leiphone com news 201706 7pcuo6TVrAJO5UY4 html 木马行为概述 攻击者通过patch","/html/2017/39_0615/674.html"
"Windows 6月补丁修复漏洞安全威胁通告","2017/6/14","近日，微软发布的6月份安全更新补丁修复了十余个关键漏洞，其中包含了2个被利用的重大远程代码执行漏洞：Windows Search远程代码执行漏洞（CVE-2017-8543）以及LINK文件快捷方式远程代码执行漏洞（CVE-2017-8464）。 用户应立即启动自动更新服务，下载并安装此次安全补丁来防护相关漏洞。对于已经不再受官方支持的系统版本，此次微软也发布了对应的补丁，用户可以手动下载安装该补丁来防护相关漏洞。 相关地址： https:","/html/2017/39_0614/673.html"
"VDP安全漏洞威胁通告","2017/6/12","近日， VMware官方发布通告，披露了2个存在于vSphere Data Protection(VDP)的漏洞：VDP Java反序列化漏洞（CVE-2017-4914 CNNVD-201706-260），攻击者可以通过该漏洞远程执行任意代码；VDP本地存储vCenter服务器凭据漏洞（CVE-2017-4917），本地存储的凭据采取的加密方式可逆，攻击者可能获取明文的凭据。VMware官方已经发布了相关升级补丁修复了该漏洞。 参考链接： https: www vmware com us security advisories VM","/html/2017/39_0612/672.html"
"HPE Aruba AirWave Glass远程代码执行漏洞","2017/5/26","当地时间2017年5月24日（北京时间2017年5月25日），HP官方发布安全通告，披露了一个关于HPE Aruba AirWave Glass产品存在远程代码执行的漏洞，CVE编号为CVE-2017-8946。 CVSS评分如下： CVE V3标准 V3评分 V2标准 V2评分 CVE-2017-8946 CVSS:3 0 AV:N AC:H PR:N UI:R S:C C:L I:L A:H 7 3 (AV:N AC:H Au:N C:P I:P A:C) 6 6 针对本次安全问题，HP官方已经发布新版本，官方网站如下： https: h20564 www2 hp","/html/2017/39_0526/671.html"
"Samba远程代码执行（CVE-2017-7494）威胁通告","2017/5/25","5月24 07:21:14 UTC 2017，Samba官方发布消息，Samba服务器软件存在远程执行代码漏洞。攻击者可以利用客户端将指定库文件上传到具有可写权限的共享目录，会导致服务器加载并执行指定的库文件。CVE编号为CVE-2017-7494 参考内容如下： https: lists samba org archive samba-announce 2017 000406 html 简介 Samba是一个能让类Unix计算机和其它MS Windows计算机相互共享资源的软件。Samba提供有关资源共享的三个功能","/html/2017/39_0525/670.html"
"内容管理系统Joomla! 3.7.0 SQL注入漏洞威胁通告","2017/5/19","当地时间5月17日（北京时间5月18日），内容管理系统（CMS）Joomla! 发布通告称修复了一个SQL注入漏洞（CVE-2017-8917）。该漏洞源于3 7 0版本新引入的“com_fields”组件，该组件无需验证，任何人均可访问使用。这意味着，攻击者可以通过直接访问受影响的网站来进行SQL注入攻击，获取密码哈希或者劫持用户的session从而有可能全面控制该网站。 参考链接： http: cve mitre org cgi-bin cvename cgi?name=CVE-2017-8917 h","/html/2017/39_0519/669.html"
"全球爆发勒索软件“Wannacry”","2017/5/13","北京时间5月12日晚间，全球爆发了一系列勒索软件（Wannacry）的感染事件。国内大量企业遭到感染，多个高校的教育网受到感染，导致系统瘫痪。同时据英国广播电视台BBC报道，全球同一时间也爆发了多起勒索软件感染的事件，英国多家医院被感染，该勒索软件会加密被感染系统上的资料和数据，要求支付相应的赎金才会解密和恢复。包括俄罗斯，意大利，大部分欧洲国家，以及国内多所高校均被感染。 相关地址： https: securelist","/html/2017/39_0513/668.html"
"Microsoft恶意软件防护引擎远程执行代码漏洞","2017/5/10","当地时间5月8日，北京时间5月9日，微软（Microsoft）官方发布了一条安全更新称修复了一个存在于微软恶意软件防护引擎（Microsoft Malware Protection Engine）中的漏洞（CVE-2017-0290）。该更新解决了Microsoft恶意软件防护引擎在扫描特制文件时可能导致的远程执行代码的漏洞。 成功利用此漏洞的攻击者可以在LocalSystem帐户中执行任意代码，并控制系统。微软已经发布了补丁修复了该漏洞。 相关链接： https: technet","/html/2017/39_0510/667.html"
"GE Multilin SR获取密码访问攻击","2017/5/4","近日，来自美国纽约大学的一组研究人员发现GE Multilin SR继电保护装置存在严重的安全漏洞。利用该漏洞，攻击者可以获取密码，并通过自己编写的软件，随意操作与该继电保护设备连接的一次设备。成功利用此漏洞会导致攻击者获得授权，即可通过网络对一次设备进行任意操作。 参考链接： http: www cnblogs com HacTF p 6790782 html http: hackernews cc archives 9435 概要 当电力系统中的电力元件（如发电机、线路","/html/2017/39_0504/666.html"
"WordPress 远程代码执行/非授权重置密码","2017/5/4","当地时间5月3日（北京时间5月4日凌晨），WordPress被曝出存在严重的安全隐患。 一则关于漏洞CVE-2016-10033的新POC被爆出。这是一个PHPMailer的漏洞，WordPress 4 6使用了存在该漏洞的PHPMailer，出于安全考虑，WordPress官方在4 7 1中更新了PHPMailer，解决了这个问题。但PHPMailer漏洞的原作者，又发现了一个针对PHPMailer在使用exim4 MTA时的利用方法。新POC的曝出也表示着WordPress 4 6版本均受影响。 一个新的漏洞（","/html/2017/39_0504/665.html"
"ZABBIX服务器主动代码追踪器远程代码执行漏洞","2017/5/3","近日，Zabbix Server 2 4 X的trapper命令功能中被曝出存在可利用的代码执行漏洞（CVE-2017-2824）。 一组特制的数据包可能导致命令注入，导致远程执行代码。 攻击者可以从活动的Zabbix Proxy发出请求以触发此漏洞。该漏洞位于Zabbix代码的“Trapper”部分，这是允许代理和服务器通信的网络服务（TCP端口10051）。 CVSSV3 SCORE： 9 0 – CVSS:3 0 AV:N AC:H PR:N UI:N S:C C:H I:H A:H 参考链接： http: www talo","/html/2017/39_0503/664.html"
"HP智能管理中心多个未指定的远程执行代码漏洞","2017/5/2","近日，HP官方发布安全通告，在HPE智能管理中心（iMC）PLAT中已经发现了潜在的安全漏洞。这些漏洞可以远程利用，以允许代码执行。 CVE编号为CVE-2017-5804，CVE-2017-5805，CVE-2017-5806，CVSS评分如下： 针对本次安全问题，HP官方已经发布新版本。 参考链接： https: h20564 www2 hpe com hpsc doc public display?docId=emr_na-hpesbhf03738en_us http: www securityfocus com bid 98088 info 受影响的版本 官","/html/2017/39_0502/663.html"
"Intel多款产品提权漏洞","2017/5/2","当地时间5月1日（北京时间5月2日上午），英特尔（Intel）官方发布安全公告，公告表明Intel旗下产品英特尔主动管理技术（AMT），英特尔标准可管理性（ISM）和英特尔小型企业技术版本中的固件版本6 x，7 x，8 x 9 x，10 x，11 0，11 5和11 6存在提权漏洞，可以使无特权攻击者获取这些产品的高级管理功能权限，CVE编号：CVE-2017-5689。 普通用户基于Intel的PC不受影响。 参考链接： https: www us-cert gov ncas current-","/html/2017/39_0502/662.html"
"软件集成平台Jenkins多个漏洞","2017/4/29","当地时间2017年4月26日（北京时间2017年4月27日），软件集成平台Jenkins官方发布了安全通告，包含了更新修复程序，修复了数个安全漏洞（CVE-2017-1000356，CVE-2017-1000353，CVE-2017-1000354，CVE-2017-1000355）。 参考链接： http: www securityfocus com bid 98056 info http: seclists org oss-sec 2017 q2 132 https: jenkins io security advisory 2017-04-26 漏洞简述 CVE-2017-1000356 包含多个CSRF漏洞","/html/2017/39_0429/661.html"
"思科集成管理控制器(IMC)远程代码执行漏洞","2017/4/21","当地时间2017年4月19日（北京时间2017年4月20日），思科（Cisco）官方发布一条安全公告，公告显示思科集成管理控制器（Integrated Management Controller）IMC的基于Web的GUI中的漏洞(CVE-2017-6616)允许经过身份验证的远程攻击者在受影响的系统上执行任意代码。该漏洞是由于受影响的软件没有充分过滤和无害化用户提供的HTTP请求值。 攻击者可以通过向受影响的软件发送精心设计的HTTP请求来利用此漏洞，从而在受影响的系统","/html/2017/39_0421/660.html"
"Mbed TLS远程代码执行漏洞","2017/4/20","当地时间2017年4月19日（北京时间2017年4月20日），ARM 旗下的mbedTLS被爆出存在一个远程代码执行漏洞（CVE-2017-2784）。ARM mbedTLS 2 4 0的x509证书解析代码中存在无可用的栈指针漏洞。 由mbedTLS库解析时，特制的x509证书可能造成无效的栈指针，从而导致潜在的远程代码执行。 利用此漏洞，攻击者可以充当网络上的客户端或服务器，将恶意x509证书传递给易受攻击的应用程序。官方已经发布相关补丁修复了该漏洞。 参","/html/2017/39_0420/659.html"
"HPE Vertica Analytics Platform远程特权访问漏洞","2017/4/19","地时间2017年4月17日（北京时间2017年4月18日），HP官方发布安全通告，披露了一个由Fortinet提供的关于HPE Vertica Analytics Platform产品存在远程特权访问的漏洞，CVE编号为CVE-2017-5802。 CVSS评分如下： 针对本次安全问题，HP官方已经发布新版本，官方网站如下： https: h20564 www2 hpe com hpsc doc public display?docId=emr_na-hpesbgn03734en_us HPE Vertica Analytics Platform 此产品为企业面向集","/html/2017/39_0419/658.html"
"Apache Log4j反序列化漏洞","2017/4/18","北京时间18日清晨，Apache Log4j 被曝出存在一个反序列化漏洞(CVE-2017-5645)。攻击者可以通过发送一个特别制作的2进制payload，在组件将字节反序列化为对象时，触发并执行构造的payload代码。 该漏洞主要是由于在处理ObjectInputStream时，接收器对于不可靠来源的input没有过滤。可以通过给TcpSocketServer和UdpSocketServer添加可配置的过滤功能以及一些相关设置，可以有效的解决该漏洞。目前Log4j官方已经发布新版本修复","/html/2017/39_0418/657.html"
"Jackson框架Java反序列化远程代码执行漏洞","2017/4/18","北京时间4月15日，Jackson框架被发现存在一个反序列化代码执行漏洞。该漏洞存在于Jackson框架下的enableDefaultTyping方法，通过该漏洞，攻击者可以远程在服务器主机上越权执行任意代码，从而取得该网站服务器的控制权。 Jackson是一个开源的Java序列化与反序列化工具，可以将java对象序列化为xml或json格式的字符串，或者反序列化回对应的对象，由于其使用简单，速度较快，且不依靠除JDK外的其他库，被众多用户所使用。Jacks","/html/2017/39_0418/656.html"
"方程式组织泄漏大量针对Windows攻击工具威胁","2017/4/15","北京时间4月14日晚间，Shadow Brokers组织公布了此前窃取的部分方程式（Equation Group）组织的机密文件。这部分被公开的文件曾经被Shadow Brokers组织以数亿美金拍卖，因为这部分文件包含了数个令人震撼的黑客工具，用来攻击包括Windows在内的多个系统漏洞。此次泄漏的文件包括三部分：Windows Swift以及Odd。 其中Windows目录下的黑客工具包含了IIS 6 0远程漏洞的利用；SMB1的重量级利用，可以用来攻击开放了445端口的","/html/2017/39_0415/655.html"
"Linux内核二次校验计算远程代码执行漏洞","2017/4/14","近日，Linux内核爆出一则高危漏洞（CVE-2016-10229，CNNVD-201703-210），在Linux 4 5之前的系统内核中，当recv以MSG_PEEK标志位被调用时，攻击者可以通过UDP来触发一个不安全的二次校验和计算，以此来远程执行代码，可能导致系统被控制或者造成拒绝服务攻击。 相关地址： https: cve mitre org cgi-bin cvename cgi?name=CVE-2016-10229 https: git kernel org pub scm linux kernel git torvalds linux git commit ?id","/html/2017/39_0414/654.html"
"ISC BIND 9多个远程拒绝服务漏洞","2017/4/14","当地时间12日（北京时间13日），ISC发布DNS软件BIND 9更新，修复了3个远程拒绝服务（DOS）漏洞。CVE编号： CVE-2017-3136， CVE-2017-3137， CVE-2017-3138。 相关地址： https: kb isc org article AA-01471 0 https: kb isc org article AA-01466 0 https: kb isc org article AA-01465 0 漏洞描述如下： 受影响的版本 •CVE-2017-3136影响的版本：BIND 9 Version 9 8 0 -> 9 8 8-P1 BIND 9 Versi","/html/2017/39_0414/653.html"
"Microsoft Office Word 0-day远程代码执行漏洞","2017/4/11","4月7日，McAfee与FireEye的2名研究员爆出微软（Microsoft）Office Word的一个0-day漏洞。通过发送一个带有OLE2link对象附件的邮件，用户在打开附件时，代码会执行并且连接到一个攻击者控制的远程服务器，由此来下载一个恶意的HTML 应用文件(HTA)，此HTA文件会伪装成一个微软的RTF文档。 当HTA文件自动执行后，攻击者会获得执行任意代码的权限，可以下载更多的恶意软件来控制受感染用户的系统，并且关掉原先的Word文档。据了","/html/2017/39_0411/652.html"
"Apple iOS WI-FI远程代码执行漏洞","2017/4/6","上周，苹果（Apple）发布了iOS 10 3版本的升级补丁，超过100个应用安全问题被修复。然而苹果在4月5日又发布了一个紧急补丁10 3 1来修复一个重大漏洞（CVE-2017-6975）：当用户在使用WI-FI时，同一区域内的攻击者可以在用户的WI-FI芯片上执行代码，从而控制用户的iOS设备。 该漏洞源于博通（Broadcom）WI-FI芯片存在缓冲区溢出漏洞，最早被谷歌(Google)“零日”安全团队成员Gal Beniamini发现，并且已于4月5日公布了有关该漏","/html/2017/39_0406/651.html"
"Cisco IOS&amp;amp;IOS XE Software CMP 远程执行代码漏洞","2017/3/30","美国时间2017年3月17日，思科官方网站发布公告称Cisco IOS&IOS XE Software 集群管理协议(Cluster Management Protocol)存在远程执行代码漏洞（CVE-2017-3881，CNNVD-201703-840）。 该漏洞是思科在研究CIA泄漏文档“穹顶7号”的过程中发现。攻击者可以在未授权的情况下远程重启受影响的设备或越权执行代码。造成该漏洞的主要原因是由于没有限制CMP-specific Telnet仅可用于内部与本地的集群成员之间的通信，而是可用","/html/2017/39_0330/650.html"
"预警通告:Windows 2003 R2 II6.0远程代码执行漏洞","2017/3/28","3月27日，Zhiniang Peng 和Chen Wu发布了关于IIS 6 0 WebDAV远程代码执行的漏洞信息（CVE-2017-7269，CNNVD-201703-1151）。该漏洞源于Microsoft Windows Server 2003 R2的IIS 6 0 中WebDAV 服务下ScStoragePathFromUrl函数，攻击者可以利用此漏洞通过一个以”If: <http: ” in a PROPFIND开头的长头请求来远程执行任意代码，和2016年7-8月份暴露的方法一致。","/html/2017/39_0328/649.html"
"分析防护:fastjson远程代码执行漏洞","2017/3/15","2017年3月15日，fastjson官方发布安全公告表示fastjson在1 2 24及之前版本存在远程代码执行高危安全漏洞。攻击者可以通过此漏洞远程执行恶意代码来入侵服务器。 fastjson官方建议直接升级到1 2 28 1 2 29或者更新版本来保证系统安全。 相关链接如下： https: github com alibaba fastjson wiki security_update_20170315 什么是fastjson fastjson是一款用Java语言编写的高性能功能完善的JSON库。由于其独特的算法","/html/2017/39_0315/648.html"
"预警通告:Adobe Flash Player多个漏洞","2017/3/14","2017年3月14日，Adobe官网发布了漏洞安全通告，公布了多个漏洞，影响24 0 0 221及其之前的版本，横跨Windows、Mac、Linux和ChromeOS平台。通告中涉及的漏洞种类包括信息泄露和远程代码执行。官方介绍网址如下：https: helpx adobe com security products flash-player apsb17-07 html 什么是Flash Player?Adobe Flash Player是一款高级客户端运行时使用的播放器。它短小精悍，能够在各种浏览器、操作系统和移动设备上使用","/html/2017/39_0314/647.html"
"分析防护:Struts2 远程代码执行漏洞（S2-045）","2017/3/8","漏洞分析Apache Struts2的Jakarta Multipart parser插件存在远程代码执行漏洞，漏洞编号为CNNVD-201703-152。攻击者可以在使用该插件上传文件时，修改HTTP请求头中的Content-Type值来触发该漏洞，导致远程执行代码。相关链接如下：https: cwiki apache org confluence display WW S2-045?from=timeline&isappinstalled=0 影响的版本Struts 2 3 5 - Struts 2 3 31Struts 2 5 - Struts 2 5 10不受影响的版本Struts","/html/2017/39_0308/646.html"
"预警通告:Struts2 远程代码执行漏洞（S2-045）","2017/3/7","Apache Struts2 远程代码执行漏洞（S2-045）Apache Structs2的JakartaMultipart parser插件存在远程代码执行漏洞，漏洞编号为CVE-2017-5638。攻击者可以在使用该插件上传文件时，修改HTTP请求头中的Content-Type值来触发该漏洞，导致远程执行代码。 相关链接如下： https: cwiki apache org confluence display WW S2-045?from=timeline&isappinstalled=0 绿盟科技威胁预警级别 高级：影响范围比较广，危害","/html/2017/39_0307/645.html"
"WordPress REST API 内容注入漏洞分析","2017/2/10","WordPress是一种使用PHP语言开发的博客平台，用户可以在支持PHP和MySQL数据库的服务器上架设属于自己的网站。也可以把 WordPress当作一个内容管理系统来使用。WordPress 在4 7 0版本之后将REST API插件集成到默认功能之中。REST API为WordPress的使用者提供了一个方便快捷的管理接口。在WordPress 4 7 0-4 7 1版本中存在着一个越权漏洞，成功的利用这个漏洞，可以绕过管理员权限对文章进行增删改查操作。影响版本WordPres","/html/2017/39_0210/644.html"
"Hadoop遭遇勒索攻击","2017/1/20","最近，部分黑客组织针对几款特定产品展开了勒索攻击。截止到上周，已有至少34000多台MongoDB数据库被黑客组织入侵，数据库中的数据被黑客擦除并索要赎金。事件综述 最近，部分黑客组织针对几款特定产品展开了勒索攻击。截止到上周，已有至少34000多台MongoDB数据库被黑客组织入侵，数据库中的数据被黑客擦除并索要赎金。随后，在2017年1月18日当天，又有数百台ElasticSearch服务器受到了勒索攻击，服务器中的数据被擦除。安全","/html/2017/39_0120/643.html"
"Linux内核本地提权漏洞技术分析与防护方案","2016/10/13","绿盟科技发布Linux内核本地提权漏洞威胁预警通告 这个漏洞9年才被修复 。就 CVE-2016-5195 这个漏洞，绿盟科技发布技术分析及防护方案。 Linux内核的内存子系统在处理写时拷贝(Copy-on-Write，缩写为COW)时存在条件竞争漏洞，导致可以破坏私有只读内存映射。一个低权限的本地用户能够利用此漏洞获取其他只读内存映射的写权限，进而可以获取整个系统的最高权限。漏洞详情如下：https: github com dirtycow dirtycow git","/html/2016/39_1013/642.html"
"新型PLC蠕虫病毒及应对策略","2016/9/8","随着“互联网+制造”的工业4 0概念的提出，独立、隔离的传统工控领域迎来了新的大数据互联时代。与此同时，工控安全的问题，也随着互联，被更广泛的暴露在了Internet中。在Shodan、ZoomEye等搜索网站中，可以很容易的搜索到真实工控现场工控设备的IP地址，并且可以利用组态软件访问到对应的设备。近几年来，越来越多的工控设备被暴露在了互联网上。在Black Hat2011，Dillon Beresford等人在他们的报告《Exploiting Siemens","/html/2016/39_0908/641.html"
"分析分享: Hacking Team Flash 0Day","2015/7/14","Content漏洞：Flash 0Day为什么是Flash 0Dday漏洞触发受影响系统攻击：漏洞利用触发原理动态调试提权验证利用形式防护：思路及建议思路建议教学：Flash漏洞分析Flash背景知识Flash文件格式Flash常用工具介绍AS脚本Flash ActiveX控件介绍威胁情报关于绿盟科技内容导读Hacking Team事件已经过去1个星期，社会各界针对泄露数据的分析还在进行中。为了帮助安全技术从业者后续能够有更多的人加入到分析队伍中来，绿盟科技安全技","/html/2015/39_0714/640.html"
